"","accession","n_seeds","total_area","mean_area","seed_area_sd","mean_convex_hull_area","total_perimeter","mean_perimeter","mean_seed_length","mean_seed_width","mean_seed_extent","mean_solidity","mean_equi_dia","mean_aspect_ratio","plant_id","seedlot","remainder_seed_weight_g","seed_5rac_wt_g","number_of_racemes","subsample","total_seed_weight_g","image_weights_g","seeds_per_g"
"623","3714",141,126473,896.971631205674,121.380066806846,925.553191489362,16195.5125350952,114.861791029044,37.0580114811025,31.5108401521723,0.714632476276066,0.968411105437589,33.7193494553231,0.853380323011552,"Ta07708","Oa082AA087115_seed_lot",1.029,0.5707,NA,0.2695,1.5997,0.2695,523.191094619666
"624","3715",127,81039.5,638.106299212598,82.9250385800155,656.531496062992,12303.0135188103,96.8741221953565,32.2383177749754,25.7650330911471,0.721162612022641,0.97178182639673,28.4439670297757,0.800573234460923,"Ta07100","Oa065AA086634_seed_lot",1.2199,0.3469,NA,0.1741,1.5668,0.1741,729.465824238943
"625","3716",179,153351,856.709497206704,166.518926174969,882.578212290503,20288.8143832684,113.345331750103,39.552409656887,27.9336370329617,0.716167942907947,0.970249003981999,32.8198055372504,0.710636229680958,"Ta07712","Oa082AA087115_seed_lot",3.5488,0.598,NA,0.3774,4.1468,0.3774,474.297827239004
"626","3717",127,125209.5,985.90157480315,152.682716968858,1018.41732283465,15405.0159424543,121.299338129562,41.2955448345875,30.8051958159199,0.711510890901676,0.967184353351909,35.2232209943435,0.746268615608782,"Ta07734","Oa083AA087138_seed_lot",1.0043,0.5727,NA,0.2923,1.577,0.2923,434.485118029422
"627","3718",124,105630.5,851.858870967742,109.78492574423,880.25,13993.0563546419,112.847228666467,38.042040932563,29.1680413523028,0.717530747329437,0.967713380684458,32.8389246867488,0.767880404410377,"Ta07713","Oa082AA087115_seed_lot",4.4169,0.9473,NA,0.2328,5.3642,0.2328,532.646048109966
"628","3719",163,95980,588.834355828221,98.2180751892064,605.938650306749,15065.0189012289,92.4234288418951,30.552363641423,24.8744438411268,0.722533414048316,0.971653114192504,27.2458369325681,0.814988511913223,"Ta06873","Oa055AA086353_seed_lot",0.3483,0.4166,NA,0.2054,0.7649,0.2054,793.573515092502
"629","3720",146,129439.5,886.571917808219,92.8581972265169,915.198630136986,16816.9267473221,115.184429776179,39.0219974648463,29.5316481851552,0.715121675819123,0.968691718062663,33.5290788992626,0.757813768471664,"Ta07710","Oa082AA087115_seed_lot",2.4524,0.5926,NA,0.3076,3.045,0.3076,474.642392717815
"630","3721",112,103964.5,928.254464285714,183.508941230181,959.325892857143,13207.3019669056,117.922338990229,40.1662097999028,29.8713433401925,0.711674439918111,0.966978314879103,34.1675059757936,0.745810088560893,"Ta07733","Oa083AA087138_seed_lot",2.5932,0.2341,NA,NA,2.8273,0.2341,478.42802221273
"631","3722",139,80432,578.647482014389,232.553900976861,600.223021582734,12794.9617798328,92.0500847469988,31.7402539493369,23.1719830327754,0.694417508669163,0.962001269666888,26.4948115197536,0.736928306961839,"Ta06827","Oa054AA086336_seed_lot",1.4524,0.1454,NA,NA,1.5978,0.1454,955.983493810179
"632","3723",58,33983,585.913793103448,169.430680798627,605.681034482759,5334.87368273735,91.9805807368509,29.9677175324539,24.9782815801686,0.711839575955307,0.967295865754891,26.9339091218186,0.836601196812902,"Ta06834","Oa054AA086336_seed_lot",0.8154,0.0631,NA,NA,0.8785,0.0631,919.175911251981
"633","3724",161,163419.5,1015.02795031056,156.38833125076,1047.64285714286,19793.3068073988,122.939793834775,41.8306485762507,31.3595597551476,0.714391641433943,0.968146721132684,35.8024100616947,0.75288312910545,"Ta07810","Oa084AA087183_seed_lot",3.1024,0.6469,NA,0.315,3.7493,0.315,511.111111111111
"634","3726",162,148337,915.660493827161,117.327601216457,947.345679012346,18949.5797557831,116.972714541871,38.9449256614403,30.6246547404631,0.71752446292599,0.966538426094889,34.0499797134057,0.790481970963128,"Ta07711","Oa082AA087115_seed_lot",3.7269,1.623,NA,0.3488,5.3499,0.3488,464.449541284404
"635","3727",139,92176,663.136690647482,124.408103063303,685.744604316547,13788.446190238,99.1974546060288,33.5070980538567,25.7166696795457,0.714655732907104,0.966433702472964,28.9139714360764,0.771976719202215,"Ta06828","Oa054AA086336_seed_lot",0.4615,0.1706,NA,NA,0.6321,0.1706,814.771395076202
"636","3728",39,21937,562.487179487179,168.411716962498,579.794871794872,3515.37500071526,90.1378205311604,29.410818931384,24.7610022226969,0.719566030074632,0.970566719730199,26.5194987647962,0.845016164461184,"Ta06906","Oa055AA086373_seed_lot",0.5141,0.0429,NA,NA,0.557,0.0429,909.090909090909
"637","3729",55,31743.5,577.154545454545,242.825018402737,597.4,4973.81272220612,90.4329585855657,30.5849926688454,23.4544181130149,0.694717403306685,0.958955520351253,26.204439647572,0.758555109877369,"Ta06826","Oa054AA086336_seed_lot",0.4485,0.0537,NA,NA,0.5022,0.0537,1024.20856610801
"638","3730",87,93218.5,1071.47701149425,144.287401101227,1099.43103448276,10925.0337349176,125.575100401352,42.4316737295567,32.5613167642177,0.72121327179374,0.973358473648156,36.8194376867742,0.766991104938493,"Ta07736","Oa083AA087138_seed_lot",4.1707,0.3963,NA,0.21,4.567,0.21,414.285714285714
"639","3731",128,122575.5,957.62109375,141.994686965229,993.31640625,15295.3245949745,119.494723398238,38.5032485127449,32.5336866080761,0.711361820633621,0.964814191185363,34.8321013255117,0.846932105836957,"Ta07737","Oa083AA087138_seed_lot",0.2468,0.3577,NA,0.253,0.6045,0.253,505.928853754941
"640","3733",75,54054.5,720.726666666667,93.5305374807685,740.453333333333,7721.31558477879,102.950874463717,34.6698504130046,26.8775279744466,0.720465861083057,0.973379403469305,30.2280542809238,0.779812806830565,"Ta06901","Oa055AA086373_seed_lot",2.2704,0.679,NA,0.125,2.9494,0.125,600
"641","3734",121,104709.5,865.367768595041,101.866636028744,888.429752066116,13623.5172564983,112.591051706598,37.2121034102006,30.1363411422603,0.725646614466826,0.974041068974121,33.135695556598,0.812907457342165,"Ta07778","Oa084AA087163_seed_lot",0.1505,0.6793,NA,0.2222,0.8298,0.2222,544.554455445544
"642","3735",63,34005.5,539.769841269841,224.420253553045,557.206349206349,5502.0280162096,87.3337780350731,29.1265735626221,23.1444992640662,0.70094627362809,0.963330887121158,25.4961792555567,0.794536113619376,"Ta06905","Oa055AA086373_seed_lot",3.7253,0.0729,NA,NA,3.7982,0.0729,864.197530864197
"643","3736",51,27775,544.607843137255,210.638916483291,564.862745098039,4535.92333388329,88.9396732133978,29.4297026465921,23.5849556735918,0.690206970756162,0.950510487886887,25.664953796727,0.79895432539738,"Ta06875","Oa055AA086353_seed_lot",0.5473,0.051,NA,NA,0.5983,0.051,1000
"644","3737",108,63200,585.185185185185,225.586831745505,603.912037037037,9902.97364604473,91.6942004263401,30.9319290938201,23.9429802099864,0.710769551754228,0.967136137322865,26.7163956738795,0.780207148934249,"Ta06824","Oa054AA086336_seed_lot",1.8377,0.1252,NA,NA,1.9629,0.1252,862.619808306709
"645","3738",162,128234.5,791.570987654321,202.857818727537,824.712962962963,18001.1075519323,111.117947851434,39.7624849036888,25.8134317633546,0.688523402018204,0.960173413190719,31.4427189631168,0.656009556863715,"Ta07785","Oa084AA087163_seed_lot",8.7541,0.4859,NA,0.2801,9.24,0.2801,578.364869689397
"646","3739",110,81791,743.554545454545,95.5930869984937,765.922727272727,11599.3840110302,105.44894555482,36.437750417536,26.4411901647394,0.717450906564227,0.970691650762876,30.7087264368803,0.728646557580722,"Ta06977","Oa059AA086482_seed_lot",0.1251,0.5323,NA,0.1852,0.6574,0.1852,593.952483801296
"647","3740",111,58341,525.594594594595,186.042914324937,543.59009009009,9666.00308287144,87.0811088546976,29.247741845277,22.773522557439,0.70123131559464,0.964432880907353,25.3634480846889,0.781603164922806,"Ta06978","Oa059AA086482_seed_lot",2.6983,0.1209,NA,NA,2.8192,0.1209,918.114143920596
"648","3741",24,13235,551.458333333333,273.576271721937,568.354166666667,2089.32205927372,87.0550858030717,29.4850813150406,22.6843909025192,0.682294630380115,0.96204813700044,25.3088001083619,0.742785610767117,"Ta06830","Oa054AA086336_seed_lot",1.8144,0.027,NA,NA,1.8414,0.027,888.888888888889
"649","3742",130,133425,1026.34615384615,164.518204809603,1054.70384615385,15916.4099448919,122.433922653015,40.2541733081524,32.8400824986971,0.71716833044653,0.971843690761991,35.941236544847,0.813783242372376,"Ta07834","Oa085AA087193_seed_lot",0.0534,0.9952,NA,0.2988,1.0486,0.2988,435.073627844712
"650","3744",178,127008,713.52808988764,115.324422263206,733.837078651685,18199.7076056004,102.245548346069,34.4688624156995,26.7811700761988,0.718513426742973,0.971967187270942,30.0221149630782,0.779447412915254,"Ta06987","Oa059AA086482_seed_lot",1.1924,0.4631,NA,0.236,1.6555,0.236,754.237288135593
"651","3745",16,12375.5,773.46875,125.547662761996,794.625,1700.40322864056,106.275201790035,35.6528735160828,28.0388580560684,0.731080209997864,0.973490954592215,31.2558288025013,0.788627894863782,"Ta06831","Oa054AA086336_seed_lot",1.3094,0.0295,NA,NA,1.3389,0.0295,542.372881355932
"652","3746",35,21430.5,612.3,214.073764087494,630.142857142857,3283.30898654461,93.8088281869888,31.9598714011056,24.539193889073,0.713377780626534,0.969877058138679,27.4447960867286,0.768731989590414,"Ta06988","Oa059AA086482_seed_lot",0.869,0.0419,NA,NA,0.9109,0.0419,835.322195704057
"653","3747",159,116346.5,731.738993710692,126.675927554393,751.801886792453,16437.4221367836,103.380013438891,34.6355914589744,27.361118739506,0.72178040000471,0.972729426402322,30.3889936547335,0.794282639100882,"Ta06981","Oa059AA086482_seed_lot",1.731,0.4,NA,0.2349,2.131,0.2349,676.883780332056
"654","3748",136,130967.5,962.996323529412,167.296581802139,999.621323529412,16550.1429153681,121.692227318883,42.5025714285233,29.5650788265116,0.704337532969108,0.960315089794738,34.8020227176894,0.693970648766651,"Ta08087","Oa093AA087425_seed_lot",0.8505,0.8409,NA,NA,1.6914,0.8409,161.731478178142
"655","3749",57,36967.5,648.552631578947,246.550934396687,671.938596491228,5566.73869454861,97.6620823605019,33.5915002320942,24.4541089743899,0.695184679971291,0.964341374758352,28.1418845818481,0.739531646527872,"Ta06836","Oa054AA086336_seed_lot",1.3609,0.067,NA,NA,1.4279,0.067,850.746268656716
"656","3750",131,101897.5,777.843511450382,283.872974598807,802.209923664122,13909.6249016523,106.180342760705,36.2270784887649,27.0939591167537,0.706848341914294,0.968087233210738,30.8506141562348,0.75549211111232,"Ta07783","Oa084AA087163_seed_lot",6.5527,0.2151,NA,0.2051,6.7678,0.2051,638.712823013164
"657","3751",49,36083,736.387755102041,163.932889765717,759.632653061224,5087.10918962955,103.818554890399,34.357331801434,27.6345471557306,0.715336116084599,0.967906450208028,30.3707260998185,0.804199543774233,"Ta06832","Oa054AA086336_seed_lot",0.0329,0.0714,NA,NA,0.1043,0.0714,686.274509803922
"658","3752",21,19533.5,930.166666666667,60.5085393422559,963.738095238095,2509.95661449432,119.521743547349,41.0371742248535,29.6168118431455,0.720326831525758,0.965130684461859,34.3964866641541,0.724790566375039,"Ta08084","Oa093AA087425_seed_lot",0.0468,0,NA,NA,0.0468,0.0468,448.717948717949
"659","3753",0,0,0,0,0,0,0,0,0,0,0,0,0,"Ta06878","Oa055AA086353_seed_lot",0,0,"?",NA,0,0,NA
"660","3754",104,68757.5,661.129807692308,109.670778187775,680.129807692308,10244.8874226809,98.5085329103928,33.3500220133708,25.6068556858943,0.719964154991175,0.971868060413765,28.8913383725138,0.771149257202901,"Ta06895","Oa055AA086373_seed_lot",1.2055,0.2409,NA,0.1133,1.4464,0.1133,917.917034421889
"661","3755",91,87297.5,959.313186813187,156.404171021954,988.258241758242,10837.1270956993,119.089308743948,40.1886697706285,30.7686736295511,0.717831791032158,0.969675028988495,34.737327732086,0.764508604756324,NA,NA,2.0017,2.0789,NA,0.2171,4.0806,0.2171,419.161676646707
"662","3756",119,99562.5,836.659663865546,164.703340564502,865.77731092437,13480.7821929455,113.283883974332,39.2706528030524,27.870264085401,0.699676068694597,0.965875117337452,32.4494543887798,0.715472481117998,"Ta08094","Oa093AA087425_seed_lot",0.8416,0.7517,NA,0.2027,1.5933,0.2027,587.074494326591
"663","3757",54,25626,474.555555555556,434.472209271123,493.833333333333,4127.10501074791,76.4278705694057,26.2051870381391,19.5428470064093,0.670482874986279,0.957590647810638,21.9026809097456,0.747720113522028,"Ta07806","Oa084AA087183_seed_lot",4.2888,0.0517,NA,NA,4.3405,0.0517,1044.48742746615
"664","3758",132,93807,710.659090909091,105.985547736181,732.306818181818,13550.7649515867,102.657310239293,34.7675734722253,26.578527060422,0.716747008537806,0.970634634687586,30.0006957365203,0.768633082650317,"Ta06924","Oa057AA086407_seed_lot",0.9061,0.388,NA,0.1959,1.2941,0.1959,673.813169984686
"665","3759",96,71796,747.875,244.655117084825,773.947916666667,10061.3066836596,104.805277954787,35.5139517188072,26.968309700489,0.705738590670924,0.966161782692479,30.3662716104672,0.763127746945645,"Ta08093","Oa093AA087425_seed_lot",0.4284,0.1456,NA,NA,0.574,0.1456,659.340659340659
"666","3760",4,2793.5,698.375,446.330851685907,724,385.261972308159,96.3154930770397,34.2265067100525,22.8607985973358,0.659665736310473,0.964181543618488,27.5538252538326,0.6319691279085,"Ta07796","Oa084AA087178_seed_lot",0.0075,0.0047,NA,NA,0.0122,0.0047,851.063829787234
"667","3763",23,15172,659.652173913043,122.496236935022,678.478260869565,2257.0032967329,98.1305781188218,32.548211387966,26.1700298475183,0.71932244686981,0.972438381598372,28.8647921163332,0.808243803492537,"Ta07788","Oa084AA087163_seed_lot",0.0479,0.0291,NA,NA,0.077,0.0291,790.378006872852
"668","3764",118,104563,886.127118644068,152.61686269761,915.542372881356,13567.4756295681,114.978607030238,39.4867474749937,28.9836376238677,0.709767227582892,0.967420900299248,33.3611961785342,0.734462576615368,"Ta07798","Oa084AA087178_seed_lot",0.8324,1.1737,NA,0.2461,2.0061,0.2461,479.479886225112
"669","3765",19,11382.5,599.078947368421,225.61306990053,618.763157894737,1769.17278254032,93.1143569758064,31.7079765922145,23.8740374916478,0.702470700281375,0.96716325454286,27.0122102102497,0.752513880122291,"Ta06979","Oa059AA086482_seed_lot",0.0201,0.0226,"2",NA,0.0427,0.0226,840.70796460177
"670","3766",191,145628.5,762.452879581152,125.697885003273,789.034031413613,20444.6205123663,107.039897970504,36.3235994508753,27.295400719368,0.711773236521524,0.966188105256212,31.0529934241195,0.753959031487487,"Ta06921","Oa057AA086407_seed_lot",1.3682,0.3117,NA,NA,1.6799,0.3117,612.768687840873
"671","3767",92,69833.5,759.059782608696,83.5575028161762,778.940217391304,9679.69146537781,105.21403766715,35.3594953495523,27.7497499922047,0.720813452513803,0.974479783065306,31.0402831050915,0.785805254247226,"Ta06900","Oa055AA086373_seed_lot",3.5447,0.3747,NA,0.1569,3.9194,0.1569,586.36073932441
"672","3769",165,152347.5,923.318181818182,67.4884608680076,952.281818181818,19389.0082483292,117.509140898965,39.8841602209843,30.1031784520005,0.718390201990489,0.969604222114732,34.264225625326,0.757101999486052,"Ta08015","Oa090AA087345_seed_lot",2.8758,1.1076,NA,0.356,3.9834,0.356,463.483146067416
"673","3770",104,93184,896,135.000341603307,932.211538461538,12214.6287437677,117.448353305459,40.9475767979255,28.5045914466564,0.706845460055965,0.960615153653517,33.6775843443312,0.698872736714973,"Ta07799","Oa084AA087178_seed_lot",1.6733,0.3312,NA,0.1992,2.0045,0.1992,522.088353413655
"674","3771",110,82365,748.772727272727,300.01929323561,775.859090909091,11440.5312066078,104.00482915098,34.8402631586248,27.0691084471616,0.70207015358001,0.962570782743607,30.0976664715098,0.779290731799229,"Ta07655","Oa079AA087045_seed_lot",9.242,0.3029,NA,0.1852,9.5449,0.1852,593.952483801296
"675","3772",93,97616.5,1049.63978494624,197.060137113227,1086.77419354839,11767.5921750069,126.533249193622,43.6784639666157,31.4377911680488,0.708408509085799,0.965754656044997,36.3777199533859,0.724463569905687,"Ta07777","Oa084AA087163_seed_lot",1.4205,1.173,NA,0.2241,2.5935,0.2241,414.993306559572
"676","3773",35,20279,579.4,215.186574313329,605.885714285714,3297.00747084618,94.2002134527479,33.5068043300084,22.2550444739205,0.674007337900862,0.953305023228368,26.6408068855332,0.671128124741126,"Ta07797","Oa084AA087178_seed_lot",0.0874,0.0348,NA,NA,0.1222,0.0348,1005.74712643678
"677","3774",100,86392,863.92,82.7180229039072,887.54,11364.8987406492,113.648987406492,39.5457553100586,28.2570103645325,0.717391513151779,0.973358612496593,33.1280080074465,0.716466008556736,"Ta07782","Oa084AA087163_seed_lot",3.6108,0.7072,NA,0.2194,4.318,0.2194,455.788514129444
"678","3775",107,88180,824.11214953271,147.281246619226,849.373831775701,11775.4327911139,110.050773748728,37.0105859007791,28.8095651608761,0.712384663986244,0.968936074850682,32.1542063145358,0.778305769351669,"Ta07661","Oa079AA087045_seed_lot",1.0471,0.3419,NA,0.2065,1.389,0.2065,518.1598062954
"679","3776",116,88120.5,759.659482758621,86.8041673798715,785.5,12470.0917209387,107.500790697747,37.5498415190598,26.3843259811401,0.708929231760861,0.967150382741458,31.049383995576,0.704163793289017,"Ta06925","Oa057AA086407_seed_lot",0.0116,0.339,NA,0.1904,0.3506,0.1904,609.243697478992
"680","3777",95,77498.5,815.773684210526,135.500211360851,839.647368421053,10438.5097823143,109.879050340151,37.1330169476961,28.5504321148521,0.71580416894479,0.968253699670425,32.0751125091574,0.773383219000924,"Ta07775","Oa084AA087163_seed_lot",0.4299,0.9312,NA,0.1899,1.3611,0.1899,500.263296471827
"681","3778",73,48398.5,662.993150684931,206.986035042066,688.931506849315,7173.98759222031,98.2738026331549,32.1611548253935,26.4350352287292,0.712326672447294,0.965831474144828,28.6292390352525,0.827983278151963,"Ta06903","Oa055AA086373_seed_lot",5.1678,0.1015,NA,NA,5.2693,0.1015,719.211822660099
"682","3779",172,86828.5,504.816860465116,234.357869508604,522.979651162791,14652.2767006159,85.1876552361389,28.7071555714275,22.0922245424847,0.701332255580368,0.963923981197047,24.6962352918116,0.78131676323559,"Ta08013","Oa090AA087345_seed_lot",4.6494,0.3343,NA,0.1853,4.9837,0.1853,928.224500809498
"683","3780",16,10931,683.1875,80.4599020216489,713.5625,1635.87631917,102.242269948125,33.7712404727936,26.8418438434601,0.706045890385331,0.957430802629233,29.4440802593734,0.798740742278621,"Ta06926","Oa057AA086407_seed_lot",0.0172,0.0184,NA,NA,0.0356,0.0184,869.565217391304
"684","3781",37,33158,896.162162162162,98.2752691602955,929.905405405405,4348.32535541058,117.522306902989,40.7022815910546,28.9061366931812,0.701740306498684,0.963623483493616,33.726099802294,0.713290108111441,"Ta07933","Oa087AA087256_seed_lot",0.4333,0.0728,NA,NA,0.5061,0.0728,508.241758241758
"685","3782",636,429440,675.220125786164,176.779564600823,698.262578616352,63601.8341896534,100.002883945996,33.4167118312428,26.1732611671184,0.718243026548636,0.966781279813988,29.1079592023683,0.787639639106288,"Ta07091","Oa065AA086634_seed_lot",2.6119,0.9632,NA,NA,3.5751,0.9632,660.299003322259
"686","3783",110,101171.5,919.740909090909,98.1242830118884,953.440909090909,13080.9588238001,118.917807489092,42.1062116102739,28.4447942733765,0.705745682889313,0.964688347677375,34.1717669701521,0.678044677365162,"Ta07802","Oa084AA087178_seed_lot",2.3937,0.7321,NA,0.2308,3.1258,0.2308,476.603119584055
"687","3784",175,139647,797.982857142857,255.156205802653,823.274285714286,18861.9330148697,107.782474370684,36.5665298243931,27.7201068496704,0.714821513714068,0.968862237611556,31.3389012770531,0.762537304707207,"Ta06952","Oa058AA086457_seed_lot",0.0596,0.6133,NA,0.2813,0.6729,0.2813,622.111624600071
"688","3785",96,75686.5,788.401041666667,137.433536468622,813.520833333333,10443.5047312975,108.786507617682,37.8158039947351,26.8709995945295,0.701721905719054,0.96816614485146,31.4690585069108,0.710971931796361,"Ta06930","Oa057AA086407_seed_lot",1.3289,0.3501,NA,0.1632,1.679,0.1632,588.235294117647
"689","3786",99,74657.5,754.116161616162,137.665259283844,780.489898989899,10576.308770299,106.831401720191,36.6726416192874,26.8235224762348,0.702767570732605,0.960598235732305,30.7877734414693,0.731036665261355,"Ta06932","Oa057AA086407_seed_lot",0.9317,0.5832,NA,0.161,1.5149,0.161,614.906832298137
"690","3787",105,70146,668.057142857143,99.9183155393433,689.790476190476,10428.4681497812,99.3187442836307,32.7231518881662,26.5916255950928,0.71972529014149,0.969490965432265,29.0912538355949,0.81744340619985,"Ta07029","Oa060AA086511_seed_lot",0.5362,0.1579,NA,NA,0.6941,0.1579,664.977834072198
"691","3788",25,17491.5,699.66,87.5933692315425,719.44,2533.41245734692,101.336498293877,34.1452201080322,26.6338877868652,0.725966158637861,0.97242117091165,29.7871883614885,0.784684899385763,"Ta06928","Oa057AA086407_seed_lot",1.004,0.0397,NA,NA,1.0437,0.0397,629.722921914358
"692","3789",89,77086.5,866.140449438202,92.1880793899835,889.297752808989,10063.8336023092,113.076782048418,38.0620602382703,29.5651795033658,0.724910597917433,0.973906218225167,33.1605192878656,0.781374748705659,"Ta08120","Oa094AA087467_seed_lot",2.3139,1.096,NA,0.1856,3.4099,0.1856,479.525862068966
"693","3790",13,8132.5,625.576923076923,242.027791633682,643.307692307692,1225.78591895103,94.291224534695,31.7405687478872,24.965056346013,0.715215488103899,0.969565253706214,27.632155777848,0.795359646030455,"Ta07513","Oa075AA086931_seed_lot",2.1243,0.0149,NA,NA,2.1392,0.0149,872.48322147651
"694","3791",83,53313,642.325301204819,193.403477434481,664.367469879518,8085.72474312782,97.4183703991304,33.2723873781871,24.8554761725736,0.706717449991916,0.966603255392164,28.2433937633094,0.753159733527418,"Ta08018","Oa090AA087345_seed_lot",1.8146,0.5348,NA,NA,2.3494,0.5348,155.198204936425
"695","3792",131,70998,541.969465648855,282.179012710598,560.881679389313,11459.6195137501,87.4780115553441,29.1597830066244,23.1729594805768,0.704512807209351,0.965757168911639,25.4498703466072,0.800304205479657,"Ta07784","Oa084AA087163_seed_lot",5.3206,0.2422,NA,0.1457,5.5628,0.1457,899.10775566232
"696","3793",118,112642,954.593220338983,106.883492548122,984.351694915254,14160.1173250675,120.000994280233,41.8183638362561,29.7938439805629,0.713585919076501,0.969682651717148,34.8070370655255,0.714425461009136,"Ta07800","Oa084AA087178_seed_lot",0.3234,0.5218,NA,0.2518,0.8452,0.2518,468.625893566322
"697","3794",132,93095,705.265151515152,70.1840394035551,725.314393939394,13560.3385404348,102.729837427537,35.7511250322515,25.5856721617959,0.716023980339897,0.97243559551366,29.9312153221564,0.718907491800381,"Ta07514","Oa075AA086931_seed_lot",0.7878,0.304,NA,0.2067,1.0918,0.2067,638.606676342525
"698","3795",51,29365.5,575.794117647059,267.815723520308,593.323529411765,4561.56294226646,89.4424106326758,29.7664018144795,23.8777062752668,0.691648949194888,0.957688475668674,26.0917296587304,0.792399248892173,"Ta07031","Oa060AA086511_seed_lot",1.179,0.0588,NA,NA,1.2378,0.0588,867.34693877551
"699","3796",119,92972.5,781.281512605042,108.260272512461,807.857142857143,12891.669496417,108.333357112748,36.8468020142627,27.6725258787139,0.703693682713812,0.967472038101237,31.4219033233421,0.752900088190381,"Ta07930","Oa087AA087256_seed_lot",0.8773,0.1908,NA,NA,1.0681,0.1908,623.689727463312
"700","3797",46,26317.5,572.119565217391,226.033802407777,600.065217391304,4274.94563305378,92.9336007185604,32.1831766626109,22.8106479333795,0.689734925165922,0.952558116545547,26.3039293304669,0.713640207555266,"Ta06934","Oa057AA086407_seed_lot",0.486,0.0469,NA,0.1249,0.5329,0.1249,368.294635708567
"701","3798",112,97261,868.401785714286,127.617987084161,897.352678571429,12762.3242670298,113.949323812766,38.6771884134838,29.1725073031017,0.715526511514257,0.968115935473354,33.1629748881622,0.758189452195922,"Ta07786","Oa084AA087163_seed_lot",3.5975,0.6767,NA,NA,4.2742,0.6767,165.509088222255
"702","3799",161,80038,497.130434782609,161.943098820032,513.518633540373,13665.7355115414,84.8803447921824,28.132290680216,22.7891651532665,0.706228274828185,0.96717871635675,24.8274149240446,0.815460915243099,"Ta08019","Oa090AA087345_seed_lot",8.7548,0.465,NA,0.1693,9.2198,0.1693,950.974601299468
"703","3800",107,78168,730.542056074766,151.086991084534,749.859813084112,10985.962662816,102.672548250617,33.7841560684632,27.8776511789482,0.72325894127506,0.974119833300731,30.3544148754037,0.827811340818675,"Ta07516","Oa075AA086931_seed_lot",1.0652,0.3037,NA,0.1669,1.3689,0.1669,641.102456560815
"704","3801",46,33920,737.391304347826,82.0120528434339,764.445652173913,4879.99648892879,106.086880194104,37.1947623957758,25.8897148215252,0.703989390427146,0.964465297830119,30.5968989070104,0.698265147562332,"Ta06931","Oa057AA086407_seed_lot",0.542,0.0649,NA,NA,0.6069,0.0649,708.782742681048
"705","3802",12,9278.5,773.208333333333,146.865036734927,799.416666666667,1286.69760715961,107.224800596635,35.9206132888794,27.956592241923,0.713663002543427,0.968605785049079,31.2558540137442,0.788896013828451,"Ta08025","Oa090AA087345_seed_lot",0.0181,0,NA,NA,0.0181,0.0181,662.983425414365
"706","3803",154,157279.5,1021.29545454545,113.617242627785,1057.94155844156,19115.1503944397,124.124353210647,41.922602281942,31.7492807809409,0.71029089018911,0.965500880347822,35.9889818780611,0.758891595454038,"Ta08022","Oa090AA087345_seed_lot",7.9729,0.8153,NA,0.3557,8.7882,0.3557,432.949114422266
"707","3804",138,142419,1032.02173913043,129.495453652479,1058.22826086957,16905.5857015848,122.504244214383,40.1869641594265,33.1599607398545,0.726106407865084,0.974986877320611,36.1443028974914,0.825046844025309,"Ta07745","Oa083AA087138_seed_lot",1.1459,0.8248,NA,0.3259,1.9707,0.3259,423.442773857011
"708","3805",94,71939,765.308510638298,88.6416036931013,785.835106382979,9952.76253199577,105.88045246804,35.7660284245268,27.671238189048,0.724971635522362,0.973940133188546,31.1679448112854,0.775355523831147,"Ta07520","Oa075AA086931_seed_lot",2.57,0.4079,NA,0.1527,2.9779,0.1527,615.586116568435
"709","3806",13,10359,796.846153846154,323.604464368115,820.653846153846,1389.70979976654,106.900753828195,36.3161873450646,27.2705970177284,0.708447861885265,0.968440292466199,31.0935688834004,0.752555128466475,"Ta07740","Oa083AA087138_seed_lot",0.0056,0.0234,NA,NA,0.029,0.0234,555.555555555556
"710","3807",43,30601.5,711.662790697674,131.045553735834,731.686046511628,4385.47968316078,101.98789960839,34.1600465996321,26.8818485348724,0.718122171300492,0.97282002210847,29.9912965268076,0.787730260372686,"Ta07522","Oa075AA086931_seed_lot",1.755,0.2378,NA,0.1809,1.9928,0.1809,237.700386954118
"711","3808",111,83543.5,752.644144144144,95.813037340897,774.806306306306,11765.4988050461,105.995484730145,36.4057510479076,26.8035261136991,0.709809214502223,0.971295881476085,30.8930639159423,0.740401427983675,"Ta07297","Oa070AA086791_seed_lot",3.8408,0.3262,NA,0.1691,4.167,0.1691,656.416321703134
"712","3809",102,84622,829.627450980392,131.493245812963,851.093137254902,11301.4672795534,110.798698819151,38.4831442926444,27.8150182237812,0.715961031786453,0.974969157141595,32.4123523157488,0.726341437915411,"Ta07370","Oa072AA086827_seed_lot",8.984,0.5097,NA,0.18,9.4937,0.18,566.666666666667
"713","3810",7,4431,633,374.132552268132,655.571428571429,656.298551082611,93.7569358689444,32.9967648642404,22.6222545078823,0.632202882100877,0.930672523698541,26.5278221511793,0.64797227135202,NA,NA,0.0432,0.008,NA,NA,0.0512,0.008,875
"714","3811",87,71748.5,824.695402298851,173.41404875095,846.614942528736,9536.2356235981,109.611903719518,37.5531744682926,28.0036798071587,0.706252072264239,0.968665850535084,32.0751000031087,0.743026430865825,"Ta07003","Oa060AA086501_seed_lot",1.7115,0.1595,NA,NA,1.871,0.1595,545.454545454545
